slide,split,model,seed,gene,pearson,spearman,rmse
Section_2,dataset_heldout,mean,1,PPP1R14A,,,0.19789405167102814
Section_2,dataset_heldout,mean,1,SLITRK6,,,0.6035230159759521
Section_2,dataset_heldout,mean,1,ADD3,,,0.2992369830608368
Section_2,dataset_heldout,mean,1,MIA,,,0.12025415897369385
Section_2,dataset_heldout,mean,1,LTF,,,0.7346525192260742
Section_2,dataset_heldout,mean,1,CST7,0.0,,0.2626745104789734
Section_2,dataset_heldout,mean,1,TNF,0.0,,0.15775443613529205
Section_2,dataset_heldout,mean,1,NEXN,,,0.127618208527565
Section_2,dataset_heldout,mean,1,HBB,0.0,,0.1962292492389679
Section_2,dataset_heldout,mean,1,SP140L,,,0.2709018588066101
Section_2,dataset_heldout,mean,1,CDKN1C,,,0.22982284426689148
Section_2,dataset_heldout,mean,1,ITGB1,,,1.0383727550506592
Section_2,dataset_heldout,mean,1,CLDN11,,,0.14797797799110413
Section_2,dataset_heldout,mean,1,STC2,,,0.8542688488960266
Section_2,dataset_heldout,mean,1,UGT8,,,0.02342125028371811
Section_2,dataset_heldout,mean,1,SOX6,,,0.05502142384648323
Section_2,dataset_heldout,mean,1,PDLIM4,0.0,,0.2041577249765396
Section_2,dataset_heldout,mean,1,TLR7,0.0,,0.13794027268886566
Section_2,dataset_heldout,mean,1,EBF1,0.0,,0.14193573594093323
Section_2,dataset_heldout,mean,1,FMO2,0.0,,0.12772871553897858
Section_2,dataset_heldout,mean,1,RELN,,,0.048381559550762177
Section_2,dataset_heldout,mean,1,VTI1A,0.0,,0.2306642383337021
Section_1,dataset_heldout,pca_ridge,1,PTGDS,0.447753380870173,0.3210593828745177,0.46304062008857727
Section_1,dataset_heldout,pca_ridge,1,CD74,0.7763109477574908,0.7904601108246075,0.8107816576957703
Section_1,dataset_heldout,pca_ridge,1,CCL19,0.5333982075779464,0.40687918161006215,0.5511132478713989
Section_1,dataset_heldout,pca_ridge,1,COL3A1,0.5830032517626311,0.5983724976663229,0.576863169670105
Section_1,dataset_heldout,pca_ridge,1,CXCL14,0.04375806239703193,0.13019894012686237,1.5074245929718018
Section_1,dataset_heldout,pca_ridge,1,ADH1B,0.22702032629543148,0.1088474098924676,0.27283576130867004
Section_1,dataset_heldout,pca_ridge,1,TFF3,0.01578869814340975,-0.025982717201445175,1.4976214170455933
Section_1,dataset_heldout,pca_ridge,1,POSTN,0.47541206418679965,0.48725464107192645,0.5706100463867188
Section_1,dataset_heldout,pca_ridge,1,AQP1,0.4743315772256261,0.29137981240658406,0.5139462351799011
Section_1,dataset_heldout,pca_ridge,1,ISG15,0.43292277183485206,0.4125088950322573,1.0877697467803955
Section_1,dataset_heldout,pca_ridge,1,FDCSP,0.12344251954677694,0.059958376201075775,0.10701192915439606
Section_1,dataset_heldout,pca_ridge,1,CFD,0.28211451339841487,0.1683193210444185,0.4650901257991791
Section_1,dataset_heldout,pca_ridge,1,FABP4,0.18703035148074662,0.07227927716719086,0.2769889831542969
Section_1,dataset_heldout,pca_ridge,1,ADIRF,0.03205693297277587,0.013894669585625217,1.8517138957977295
Section_1,dataset_heldout,pca_ridge,1,CCL21,0.2861318363223774,0.18816405587126817,0.4453798830509186
Section_1,dataset_heldout,pca_ridge,1,CD3D,0.3824492497110085,0.2740589755855672,0.29154181480407715
Section_1,dataset_heldout,pca_ridge,1,CLDN5,0.3927283267444346,0.24560591982872315,0.37206795811653137
Section_1,dataset_heldout,pca_ridge,1,IFIT2,0.21514894756838446,0.27549385623493094,0.3510061502456665
Section_1,dataset_heldout,pca_ridge,1,PTN,0.045377772076033995,0.0026356633911376374,0.16153429448604584
Section_1,dataset_heldout,pca_ridge,1,S100B,0.09881886048472549,0.07733089637979358,0.13244026899337769
Section_1,dataset_heldout,pca_ridge,1,ACTG2,0.09344777193624423,0.049079912754862405,0.10558701306581497
Section_1,dataset_heldout,pca_ridge,1,FOS,0.3109898157256054,0.24977571181098718,0.5628522038459778
Section_1,dataset_heldout,pca_ridge,1,ELN,0.3792666734616639,0.27203543203566843,0.41990792751312256
Section_1,dataset_heldout,pca_ridge,1,NRP1,0.14894163894343207,0.20228219488819046,0.351484477519989
Section_1,dataset_heldout,pca_ridge,1,MS4A4A,0.2796327193794186,0.23942437814586026,0.31463226675987244
Section_1,dataset_heldout,pca_ridge,1,LMOD1,0.17681583334502946,0.093823736088481,0.1648319810628891
Section_1,dataset_heldout,pca_ridge,1,HBA2,0.07491194536094388,0.04735427262940755,0.20647381246089935
Section_1,dataset_heldout,pca_ridge,1,PPP1R14A,0.23013324287791578,0.10299302383267385,0.22847193479537964
Section_1,dataset_heldout,pca_ridge,1,SLITRK6,0.17482988446173497,0.20505733893134934,0.5614335536956787
Section_1,dataset_heldout,pca_ridge,1,ADD3,0.04567445810590313,0.09022303730007988,0.35160180926322937
