gene,model,random,strict,moran_i,inflation,dataset,platform,strict_type,strict_split
CD74,mean,0.0,0.0,0.2150025876400652,0.0,anderson,ST_v1,spatial,matched_hop5
CD74,pca_ridge,0.6745118604593757,0.577896803112391,0.2150025876400652,0.09661505734698472,anderson,ST_v1,spatial,matched_hop5
CD74,spatial_knn,0.004973062742679229,-0.132162159814098,0.2150025876400652,0.13713522255677724,anderson,ST_v1,spatial,matched_hop5
CHGA,mean,0.0,0.0,0.1993597090956675,0.0,anderson,ST_v1,spatial,matched_hop5
CHGA,pca_ridge,0.4776475738658704,0.08822548913764452,0.1993597090956675,0.3894220847282259,anderson,ST_v1,spatial,matched_hop5
CHGA,spatial_knn,0.13474642283691585,-0.007895642829289286,0.1993597090956675,0.14264206566620513,anderson,ST_v1,spatial,matched_hop5
COL3A1,mean,0.0,0.0,0.1602187287415666,0.0,anderson,ST_v1,spatial,matched_hop5
COL3A1,pca_ridge,0.7226340020791417,0.41300252686542127,0.1602187287415666,0.3096314752137205,anderson,ST_v1,spatial,matched_hop5
COL3A1,spatial_knn,0.054639392456537074,0.03877800117489767,0.1602187287415666,0.015861391281639402,anderson,ST_v1,spatial,matched_hop5
DCAF12L2,mean,0.0,0.0,0.1143806659003017,0.0,anderson,ST_v1,spatial,matched_hop5
DCAF12L2,pca_ridge,0.43444200108287107,0.01760541013458778,0.1143806659003017,0.4168365909482833,anderson,ST_v1,spatial,matched_hop5
DCAF12L2,spatial_knn,0.10722099724053821,0.0,0.1143806659003017,0.10722099724053821,anderson,ST_v1,spatial,matched_hop5
FABP4,mean,0.0,0.0,0.1201725676701328,0.0,anderson,ST_v1,spatial,matched_hop5
FABP4,pca_ridge,0.2615542385709938,0.23009324755124866,0.1201725676701328,0.031460991019745144,anderson,ST_v1,spatial,matched_hop5
FABP4,spatial_knn,0.03339696618690509,-0.030416404124408804,0.1201725676701328,0.0638133703113139,anderson,ST_v1,spatial,matched_hop5
FABP7,mean,0.0,0.0,0.1321395249524168,0.0,anderson,ST_v1,spatial,matched_hop5
FABP7,pca_ridge,0.5376216459881651,0.12594246288814476,0.1321395249524168,0.41167918310002033,anderson,ST_v1,spatial,matched_hop5
FABP7,spatial_knn,0.14727516461188356,-0.035868159809725866,0.1321395249524168,0.1831433244216094,anderson,ST_v1,spatial,matched_hop5
FNBP1L,mean,0.0,0.0,0.1210202630402389,0.0,anderson,ST_v1,spatial,matched_hop5
FNBP1L,pca_ridge,0.852455075631654,0.7392493700816717,0.1210202630402389,0.11320570554998233,anderson,ST_v1,spatial,matched_hop5
FNBP1L,spatial_knn,-0.01997125127535086,0.2679826404919717,0.1210202630402389,-0.28795389176732256,anderson,ST_v1,spatial,matched_hop5
GLYATL2,mean,0.0,0.0,0.1098343908114981,0.0,anderson,ST_v1,spatial,matched_hop5
GLYATL2,pca_ridge,0.6705784583637042,0.7331229612318554,0.1098343908114981,-0.06254450286815116,anderson,ST_v1,spatial,matched_hop5
GLYATL2,spatial_knn,0.01845070321499314,0.085867116544799,0.1098343908114981,-0.06741641332980586,anderson,ST_v1,spatial,matched_hop5
GNAS,mean,0.0,0.0,0.1728756506052079,0.0,anderson,ST_v1,spatial,matched_hop5
GNAS,pca_ridge,0.638487755708795,0.48538305007936333,0.1728756506052079,0.15310470562943168,anderson,ST_v1,spatial,matched_hop5
GNAS,spatial_knn,0.03683034205590816,0.20623786803677485,0.1728756506052079,-0.1694075259808667,anderson,ST_v1,spatial,matched_hop5
HLA-E,mean,0.0,0.0,0.1530575352002701,0.0,anderson,ST_v1,spatial,matched_hop5
HLA-E,pca_ridge,0.7022878681634515,0.8177445620112491,0.1530575352002701,-0.11545669384779766,anderson,ST_v1,spatial,matched_hop5
HLA-E,spatial_knn,-0.00660884351355707,0.11784651341617192,0.1530575352002701,-0.12445535692972899,anderson,ST_v1,spatial,matched_hop5
IGHD,mean,0.0,0.0,0.0860101133484178,0.0,anderson,ST_v1,spatial,matched_hop5
IGHD,pca_ridge,0.3664986859743738,0.4497055730410014,0.0860101133484178,-0.0832068870666276,anderson,ST_v1,spatial,matched_hop5
IGHD,spatial_knn,0.01156716807850041,-0.07479640551905821,0.0860101133484178,0.08636357359755861,anderson,ST_v1,spatial,matched_hop5
IGHG4,mean,0.0,0.0,0.1660679503030481,0.0,anderson,ST_v1,spatial,matched_hop5
IGHG4,pca_ridge,0.8475412302518496,0.20965690155587505,0.1660679503030481,0.6378843286959746,anderson,ST_v1,spatial,matched_hop5
IGHG4,spatial_knn,0.0367295456436049,0.22809244063536252,0.1660679503030481,-0.19136289499175763,anderson,ST_v1,spatial,matched_hop5
IGHM,mean,0.0,0.0,0.2672035886614903,0.0,anderson,ST_v1,spatial,matched_hop5
IGHM,pca_ridge,0.82418644513916,0.47585973036823076,0.2672035886614903,0.3483267147709292,anderson,ST_v1,spatial,matched_hop5
IGHM,spatial_knn,0.0168232711023389,0.28888099074236556,0.2672035886614903,-0.2720577196400267,anderson,ST_v1,spatial,matched_hop5
IGKC,mean,0.0,0.0,0.4158786931838041,0.0,anderson,ST_v1,spatial,matched_hop5
IGKC,pca_ridge,0.8936638693793075,0.8989055924812615,0.4158786931838041,-0.005241723101953921,anderson,ST_v1,spatial,matched_hop5
IGKC,spatial_knn,-0.03393621429602281,0.3835481008665518,0.4158786931838041,-0.41748431516257456,anderson,ST_v1,spatial,matched_hop5
IGLC2,mean,0.0,0.0,0.3626695860502455,0.0,anderson,ST_v1,spatial,matched_hop5
