split,model,seed,n_slides,mean,ci_low,ci_high
matched_coord0.5,pca_ridge,0,12,0.08287756304590609,0.06786434300873453,0.09670312368164885
matched_coord0.5,pca_ridge,1,12,0.08681839206943494,0.07299785541398034,0.10138228385096294
matched_coord0.5,pca_ridge,2,12,0.1384372347844779,0.11312367084900071,0.16279837255366594
matched_coord0.5,pca_ridge,3,12,0.1151751041488992,0.09091928176899582,0.14510542464256496
matched_coord0.5,pca_ridge,4,12,0.11540169150643509,0.09095028177819063,0.1455086319001662
matched_coord0.5,pca_ridge,5,12,0.08422029120829949,0.07044741475058681,0.09794219623610635
matched_coord0.5,pca_ridge,6,12,0.11665074568536281,0.09081201664875327,0.14717027903680485
matched_coord0.5,pca_ridge,7,12,0.08398889359358302,0.07030406825751007,0.09778015756106259
matched_coord0.5,pca_ridge,8,12,0.08566412866196411,0.07426992957048305,0.10007689095387645
matched_coord0.5,pca_ridge,9,12,0.08382199348807266,0.07081396115558086,0.09767325252564987
matched_coord0.5,spatial_knn,0,12,0.06575425380764645,0.051436109677295255,0.07826165309268736
matched_coord0.5,spatial_knn,1,12,0.06575425380764645,0.05175601003271806,0.07694264060628937
matched_coord0.5,spatial_knn,2,12,0.1258695181282031,0.09668770140593279,0.1538978257438403
matched_coord0.5,spatial_knn,3,12,0.11590925187933203,0.10035231189728079,0.13440580711275246
matched_coord0.5,spatial_knn,4,12,0.11590925187933203,0.101504941282917,0.135759597235071
matched_coord0.5,spatial_knn,5,12,0.06575425380764645,0.05155116979294535,0.07732952961407824
matched_coord0.5,spatial_knn,6,12,0.11590925187933203,0.10090533570072951,0.1338819781808744
matched_coord0.5,spatial_knn,7,12,0.06575425380764645,0.05256203801671364,0.0784013764246766
matched_coord0.5,spatial_knn,8,12,0.06575425380764645,0.051117973549688195,0.07738254058249981
matched_coord0.5,spatial_knn,9,12,0.06575425380764645,0.051870935107997014,0.0771848426694053
matched_coord1.0,mean,2,12,0.0,0.0,0.0
matched_coord1.0,mean,3,12,0.0,0.0,0.0
matched_coord1.0,mean,4,12,0.0,0.0,0.0
matched_coord1.0,mean,6,12,0.0,0.0,0.0
matched_coord1.0,pca_ridge,2,12,0.06314355610257527,0.033984535245302774,0.09162491624462614
matched_coord1.0,pca_ridge,3,12,0.08625855618707229,0.04344148010884369,0.13123872981444595
matched_coord1.0,pca_ridge,4,12,0.08499433875170302,0.0447740818465225,0.13417555881594578
matched_coord1.0,pca_ridge,6,12,0.08629436852302191,0.04442648168311259,0.13150091170706318
matched_coord1.0,spatial_knn,2,12,0.016771032535441713,-0.0033170534310477864,0.03887924882253569
matched_coord1.0,spatial_knn,3,12,0.0016923174287714587,-0.02088772104939448,0.020828819290957513
matched_coord1.0,spatial_knn,4,12,0.0016923174287714587,-0.020046004999377802,0.022616756200608046
matched_coord1.0,spatial_knn,6,12,0.0016923174287714587,-0.020558781619466383,0.022243751964020286
matched_hop0,mean,0,12,0.0,0.0,0.0
matched_hop0,mean,1,12,0.0,0.0,0.0
matched_hop0,mean,2,12,0.0,0.0,0.0
matched_hop0,mean,3,12,0.0,0.0,0.0
matched_hop0,mean,4,12,0.0,0.0,0.0
matched_hop0,mean,5,12,0.0,0.0,0.0
matched_hop0,mean,6,12,0.0,0.0,0.0
matched_hop0,mean,7,12,0.0,0.0,0.0
matched_hop0,mean,8,12,0.0,0.0,0.0
matched_hop0,mean,9,12,0.0,0.0,0.0
matched_hop0,pca_ridge,0,12,0.11792890799583422,0.10166518953874698,0.13464575840917764
matched_hop0,pca_ridge,1,12,0.119060970928502,0.10335466929503094,0.13703529500918324
matched_hop0,pca_ridge,2,12,0.207465446970436,0.16156990246763528,0.26074737048329577
matched_hop0,pca_ridge,3,12,0.20054711061366062,0.15105780514426026,0.2561510289824298
matched_hop0,pca_ridge,4,12,0.19961991535968027,0.14676797545454853,0.2580921627078812
matched_hop0,pca_ridge,5,12,0.11886369625404646,0.10379693459962354,0.13689499329700827
matched_hop0,pca_ridge,6,12,0.2006080681702466,0.15095771580171743,0.25236096554230875
matched_hop0,pca_ridge,7,12,0.11782353037537403,0.10119386743649121,0.13486100077377564
matched_hop0,pca_ridge,8,12,0.11884297609399108,0.10325507720317946,0.13665912691534296
matched_hop0,pca_ridge,9,12,0.11877366562743168,0.10144386460829029,0.13714284927366213
matched_hop0,spatial_knn,0,12,0.14484269959198862,0.12314907723443144,0.16890431981155152
matched_hop0,spatial_knn,1,12,0.14484269959198862,0.12170956474364714,0.1673759326432016
matched_hop0,spatial_knn,2,12,0.24878571456279766,0.21192216823712043,0.2842410752708022
matched_hop0,spatial_knn,3,12,0.24486869191960717,0.20088709514265252,0.2907492941649548
matched_hop0,spatial_knn,4,12,0.24486869191960717,0.2057327955844427,0.29147799084052517
matched_hop0,spatial_knn,5,12,0.14484269959198862,0.12206321269390975,0.16715112194429743
matched_hop0,spatial_knn,6,12,0.24486869191960717,0.20267108374962117,0.29262172254108954
matched_hop0,spatial_knn,7,12,0.14484269959198862,0.12014600978048152,0.16838770263276331
matched_hop0,spatial_knn,8,12,0.14484269959198862,0.12149646812034194,0.16809258132994287
matched_hop0,spatial_knn,9,12,0.14484269959198862,0.12180474302187083,0.16863624381373124
matched_hop1,mean,0,12,0.0,0.0,0.0
matched_hop1,mean,1,12,0.0,0.0,0.0
matched_hop1,mean,2,12,0.0,0.0,0.0
matched_hop1,mean,3,12,0.0,0.0,0.0
matched_hop1,mean,4,12,0.0,0.0,0.0
matched_hop1,mean,5,12,0.0,0.0,0.0
matched_hop1,mean,6,12,0.0,0.0,0.0
matched_hop1,mean,7,12,0.0,0.0,0.0
matched_hop1,mean,8,12,0.0,0.0,0.0
matched_hop1,mean,9,12,0.0,0.0,0.0
matched_hop1,pca_ridge,0,12,0.11792890799583422,0.10172857726658578,0.13551826590398597
matched_hop1,pca_ridge,1,12,0.119060970928502,0.10298426445346927,0.13815494191667324
matched_hop1,pca_ridge,2,12,0.207465446970436,0.1618918596010304,0.2583504513043916
matched_hop1,pca_ridge,3,12,0.20054711061366062,0.1446271702320736,0.25671638342544095
matched_hop1,pca_ridge,4,12,0.19961991535968027,0.14573622804517622,0.2581883834860261
matched_hop1,pca_ridge,5,12,0.11886369625404646,0.10385061477104959,0.13605308707413769
matched_hop1,pca_ridge,6,12,0.2006080681702466,0.1470074622561414,0.2551631042165665
matched_hop1,pca_ridge,7,12,0.11782353037537403,0.10160037842607311,0.1373757194332458
matched_hop1,pca_ridge,8,12,0.11884297609399108,0.10306790116433612,0.1355136714292719
matched_hop1,pca_ridge,9,12,0.11877366562743168,0.10257709591659787,0.1391167608770412
matched_hop1,spatial_knn,0,12,0.14484269959198862,0.12412685439023534,0.16809619464262704
matched_hop1,spatial_knn,1,12,0.14484269959198862,0.12321730074979304,0.16755218177072448
matched_hop1,spatial_knn,2,12,0.24878571456279766,0.2087108024144054,0.2879061564429238
matched_hop1,spatial_knn,3,12,0.24486869191960717,0.20619691618564784,0.2925608037409159
matched_hop1,spatial_knn,4,12,0.24486869191960717,0.20398217677805167,0.2899625672389662
matched_hop1,spatial_knn,5,12,0.14484269959198862,0.12224036181339316,0.17023628016876335
matched_hop1,spatial_knn,6,12,0.24486869191960717,0.20217338835707885,0.2914402283134641
matched_hop1,spatial_knn,7,12,0.14484269959198862,0.12192412639230925,0.1704432617125968
matched_hop1,spatial_knn,8,12,0.14484269959198862,0.12365145539293584,0.1706067858959027
matched_hop1,spatial_knn,9,12,0.14484269959198862,0.12265438073638682,0.16829154527028073
matched_hop2,mean,0,12,0.0,0.0,0.0
matched_hop2,mean,1,12,0.0,0.0,0.0
matched_hop2,mean,2,12,0.0,0.0,0.0
matched_hop2,mean,3,12,0.0,0.0,0.0
matched_hop2,mean,4,12,0.0,0.0,0.0
matched_hop2,mean,5,12,0.0,0.0,0.0
matched_hop2,mean,6,12,0.0,0.0,0.0
matched_hop2,mean,7,12,0.0,0.0,0.0
matched_hop2,mean,8,12,0.0,0.0,0.0
matched_hop2,mean,9,12,0.0,0.0,0.0
matched_hop2,pca_ridge,0,12,0.10615458714775945,0.09528159446136801,0.11742220149864938
matched_hop2,pca_ridge,1,12,0.1071930491127525,0.09689842885950116,0.11908814630399452
matched_hop2,pca_ridge,2,12,0.20050203007361564,0.15671753270884972,0.247710150675376
matched_hop2,pca_ridge,3,12,0.19072471410677086,0.14272759605133464,0.24316111787973463
matched_hop2,pca_ridge,4,12,0.18984261217693923,0.1432912890319109,0.2437656558119032
matched_hop2,pca_ridge,5,12,0.10677106091701503,0.09612626939044891,0.11814513996212435
matched_hop2,pca_ridge,6,12,0.19095567406531808,0.1446987474664364,0.23874212901339026
matched_hop2,pca_ridge,7,12,0.10627683863159076,0.0963065471188385,0.11796779134197939
matched_hop2,pca_ridge,8,12,0.10746703827730779,0.09644813539116678,0.11898869430032544
matched_hop2,pca_ridge,9,12,0.10665063211811769,0.09542395388579214,0.11997708829005063
matched_hop2,spatial_knn,0,12,0.11856724320175145,0.1017068763360584,0.1355772829506976
matched_hop2,spatial_knn,1,12,0.11856724320175145,0.10095117707179845,0.13437079819749445
matched_hop2,spatial_knn,2,12,0.23518404030252169,0.20193794964574108,0.2716379831111622
matched_hop2,spatial_knn,3,12,0.23014817898503492,0.1929432224843513,0.27381032417676043
matched_hop2,spatial_knn,4,12,0.23014817898503492,0.19289459969894326,0.27199982607368894
matched_hop2,spatial_knn,5,12,0.11856724320175145,0.10158519959388022,0.1363875748018856
matched_hop2,spatial_knn,6,12,0.23014817898503492,0.19286404464697957,0.2707917483707587
matched_hop2,spatial_knn,7,12,0.11856724320175145,0.10151801165153855,0.13558883954056924
matched_hop2,spatial_knn,8,12,0.11856724320175145,0.10014195571496078,0.1360027728934221
matched_hop2,spatial_knn,9,12,0.11856724320175145,0.10216308163140173,0.1347106524931633
matched_hop5,mean,0,12,0.0,0.0,0.0
matched_hop5,mean,1,12,0.0,0.0,0.0
matched_hop5,mean,2,12,0.0,0.0,0.0
matched_hop5,mean,3,12,0.0,0.0,0.0
matched_hop5,mean,4,12,0.0,0.0,0.0
matched_hop5,mean,5,12,0.0,0.0,0.0
matched_hop5,mean,6,12,0.0,0.0,0.0
matched_hop5,mean,7,12,0.0,0.0,0.0
matched_hop5,mean,8,12,0.0,0.0,0.0
matched_hop5,mean,9,12,0.0,0.0,0.0
matched_hop5,pca_ridge,0,12,0.07813101628186579,0.05395580531638082,0.10013821547631148
matched_hop5,pca_ridge,1,12,0.08105234387303367,0.05875616787116984,0.10279467338570868
matched_hop5,pca_ridge,2,12,0.16163904629323614,0.13638272265528364,0.19169325183297778
matched_hop5,pca_ridge,3,12,0.1384035787837455,0.11115215242549062,0.17157270087766355
matched_hop5,pca_ridge,4,12,0.13798330622052968,0.10861161008369716,0.17078790139993394
matched_hop5,pca_ridge,5,12,0.07787926983872376,0.05724685428690683,0.0970914770059297
matched_hop5,pca_ridge,6,12,0.1388526899647396,0.10931317157369519,0.17223202403734325
matched_hop5,pca_ridge,7,12,0.07902231968118646,0.05475313421789881,0.09907662888721389
matched_hop5,pca_ridge,8,12,0.08093412020442624,0.05889777835260915,0.10158795780650888
matched_hop5,pca_ridge,9,12,0.08049916127878762,0.05634578924863031,0.10198006197081885
matched_hop5,spatial_knn,0,12,0.037750835279462804,0.023675653343163957,0.05222706248904758
matched_hop5,spatial_knn,1,12,0.037750835279462804,0.025100416894120205,0.05292662665874494
matched_hop5,spatial_knn,2,12,0.1609804129821642,0.13063984282594931,0.1881775219574859
matched_hop5,spatial_knn,3,12,0.15927010082825505,0.13815852983207808,0.18138524786101082
matched_hop5,spatial_knn,4,12,0.15927010082825505,0.1363427775169519,0.1817183386547247
matched_hop5,spatial_knn,5,12,0.037750835279462804,0.024318057529049666,0.052505359445763254
matched_hop5,spatial_knn,6,12,0.15927010082825505,0.13963098513440628,0.1818022062972595
matched_hop5,spatial_knn,7,12,0.037750835279462804,0.024628534583142875,0.053313235335418346
matched_hop5,spatial_knn,8,12,0.037750835279462804,0.02532727707857468,0.051920509283087335
matched_hop5,spatial_knn,9,12,0.037750835279462804,0.02459588693420964,0.052528015428263276
patient_Br5292,mean,0,4,0.0,0.0,0.0
patient_Br5292,pca_ridge,0,4,0.1867435256111938,0.15090640082607637,0.2144202052708365
patient_Br5292,spatial_knn,0,4,0.24925021621743237,0.23908634932848993,0.2613808255856299
patient_Br5595,mean,0,4,0.0,0.0,0.0
patient_Br5595,pca_ridge,0,4,0.14380154123511918,0.13805313238850486,0.1501314616995335
patient_Br5595,spatial_knn,0,4,0.2221479941745415,0.20801145697466256,0.23628453137442046
patient_Br8100,mean,0,4,0.0,0.0,0.0
patient_Br8100,pca_ridge,0,4,0.3422861130090535,0.3136157766260207,0.3709564493920863
patient_Br8100,spatial_knn,0,4,0.3137313428159843,0.30113148785540933,0.32707377312612607
random,mean,0,12,0.0,0.0,0.0
random,mean,1,12,0.0,0.0,0.0
random,mean,2,12,0.0,0.0,0.0
random,mean,3,12,0.0,0.0,0.0
random,mean,4,12,0.0,0.0,0.0
random,mean,5,12,0.0,0.0,0.0
random,mean,6,12,0.0,0.0,0.0
random,mean,7,12,0.0,0.0,0.0
random,mean,8,12,0.0,0.0,0.0
random,mean,9,12,0.0,0.0,0.0
random,pca_ridge,0,12,0.2429163034481486,0.18810763238243305,0.2998625894850222
random,pca_ridge,1,12,0.2434977145736612,0.18717790205448936,0.3029132392505726
random,pca_ridge,2,12,0.2409822881837758,0.19028449653579274,0.29884318216371325
random,pca_ridge,3,12,0.24837017566253608,0.19417230798371862,0.30983299566809575
random,pca_ridge,4,12,0.23862090902501834,0.18195519242251929,0.2981465879201211
random,pca_ridge,5,12,0.23813207229051137,0.1891659943285157,0.296458607782752
random,pca_ridge,6,12,0.2463628393252618,0.19087267095307373,0.30675746635585877
random,pca_ridge,7,12,0.24334838632274694,0.18939829000627456,0.3020262732860174
random,pca_ridge,8,12,0.23439522360407447,0.18126286070076014,0.2912204389947975
random,pca_ridge,9,12,0.245164555198948,0.19312450961480762,0.2966350646642441
random,spatial_knn,0,12,0.3053170436978029,0.26246525060184656,0.34739407497106056
random,spatial_knn,1,12,0.3012894915714124,0.25850258305317064,0.3528258677417266
random,spatial_knn,2,12,0.30113478756662665,0.26351067965390523,0.34307332163373516
random,spatial_knn,3,12,0.30719957859915564,0.26147515387888176,0.35338248711858533
random,spatial_knn,4,12,0.2945323788182703,0.25406578384539635,0.3396159150631141
random,spatial_knn,5,12,0.2982893996455456,0.2589324777346852,0.3414206999142668
random,spatial_knn,6,12,0.30542755743303035,0.2669087617934174,0.34986795966636397
random,spatial_knn,7,12,0.30206945914835276,0.2581352300388662,0.3472813085085255
random,spatial_knn,8,12,0.3047480176989752,0.2667103722094819,0.34653831718708156
random,spatial_knn,9,12,0.3041662542259076,0.26370324693745534,0.3463126306362131
region_hop10,mean,0,12,0.0,0.0,0.0
region_hop10,pca_ridge,0,12,0.13113479129217742,0.11193387624967276,0.15194887843816549
region_hop10,spatial_knn,0,12,0.13771555467350569,0.12173277867329292,0.1531477142780178
region_hop5,mean,0,12,0.0,0.0,0.0
region_hop5,pca_ridge,0,12,0.15863314698891426,0.12893546868408093,0.18746638236011165
region_hop5,spatial_knn,0,12,0.15908646884140618,0.13601984925387803,0.1836969076590461
